Chr	Start	End	Strand	e85 Ensembl Gene ID	Gene type	Gene name	Gene description	zmp_ph133_B normalised count	zmp_ph133_D normalised count	zmp_ph133_E normalised count	zmp_ph133_F normalised count	zmp_ph133_G normalised count	zmp_ph128_B normalised count	zmp_ph128_C normalised count	zmp_ph128_D normalised count	zmp_ph128_E normalised count	zmp_ph128_F normalised count	zmp_ph129_B normalised count	zmp_ph129_C normalised count	zmp_ph129_D normalised count	zmp_ph129_E normalised count	zmp_ph129_G normalised count	zmp_ph131_B normalised count	zmp_ph131_C normalised count	zmp_ph131_D normalised count	zmp_ph131_E normalised count	zmp_ph131_F normalised count	zmp_ph127_B normalised count	zmp_ph127_C normalised count	zmp_ph127_D normalised count	zmp_ph127_E normalised count	zmp_ph127_F normalised count	zmp_ph115_B normalised count	zmp_ph115_C normalised count	zmp_ph115_D normalised count	zmp_ph115_E normalised count	zmp_ph115_F normalised count	zmp_ph123_B normalised count	zmp_ph123_C normalised count	zmp_ph123_D normalised count	zmp_ph123_F normalised count	zmp_ph123_G normalised count	zmp_ph124_B normalised count	zmp_ph124_C normalised count	zmp_ph124_D normalised count	zmp_ph124_E normalised count	zmp_ph124_F normalised count	zmp_ph130_B normalised count	zmp_ph130_C normalised count	zmp_ph130_D normalised count	zmp_ph130_E normalised count	zmp_ph130_F normalised count	zmp_ph125_B normalised count	zmp_ph125_C normalised count	zmp_ph125_D normalised count	zmp_ph125_E normalised count	zmp_ph125_F normalised count	zmp_ph126_B normalised count	zmp_ph126_C normalised count	zmp_ph126_D normalised count	zmp_ph126_E normalised count	zmp_ph126_F normalised count	zmp_ph116_A normalised count	zmp_ph116_B normalised count	zmp_ph116_C normalised count	zmp_ph116_D normalised count	zmp_ph116_F normalised count	zmp_ph117_A normalised count	zmp_ph117_C normalised count	zmp_ph117_D normalised count	zmp_ph117_E normalised count	zmp_ph117_F normalised count	zmp_ph118_B normalised count	zmp_ph118_C normalised count	zmp_ph118_D normalised count	zmp_ph118_E normalised count	zmp_ph118_F normalised count	zmp_ph119_A normalised count	zmp_ph119_B normalised count	zmp_ph119_C normalised count	zmp_ph119_D normalised count	zmp_ph119_E normalised count	zmp_ph120_A normalised count	zmp_ph120_B normalised count	zmp_ph120_C normalised count	zmp_ph120_D normalised count	zmp_ph120_E normalised count	zmp_ph121_A normalised count	zmp_ph121_B normalised count	zmp_ph121_C normalised count	zmp_ph121_D normalised count	zmp_ph121_E normalised count	zmp_ph122_A normalised count	zmp_ph122_B normalised count	zmp_ph122_C normalised count	zmp_ph122_D normalised count	zmp_ph122_F normalised count
22	11726358	11729424	1	ENSDARG00000000212	protein_coding	krt97	keratin 97 [Source:ZFIN;Acc:ZDB-GENE-040718-78]	6.60275931944222	1.8811062592895647	1.7426688236516688	1.7254284999000835	4.35221897238899	1.4531660137226121	4.218630509247568	1.3733917948939491	0	2.3745742254313162	0.783425389800867	2.630556061076869	3.589767704406635	3.4416130045528437	1.6852168802727625	0.6852363906194623	0.6730353688564817	0	0.8353807175158492	0.8749097156503648	56.81886555414779	80.8381874155243	79.14993284780073	54.506098773761316	57.91589533620078	540.9094851763431	376.69651244353764	409.8850227067831	330.5649886521572	371.0736676107997	574.592313923815	625.9053984531629	609.2477258781037	494.99633724934444	628.9964286909151	656.169598041622	666.8647713581774	605.2161412688799	691.23106732041	776.7697593237857	518.6747304417513	433.34194335538257	425.56762340016087	369.60318205279077	416.83737038136286	455.94503013157686	480.6465983676893	351.14326328056825	448.0851771042897	420.909885675224	284.64616688498927	254.94488125355835	235.04113774153265	261.26831355072426	266.7301071345523	245.56507939448667	312.39103624016656	320.88550770852055	361.7658836898161	301.73670086051686	411.8133786551783	565.5662181490682	432.29112123117005	445.7224051352393	434.9728620607364	294.30250290183693	248.9216954071013	281.852910107146	336.10679409688044	291.06655494750083	413.48735497608226	354.6609558276711	410.89100547398067	412.67691968489027	448.4373791229486	400.6191269083252	309.391721088954	446.8912020168669	428.46647338334793	458.16895950967745	1154.8246724139035	986.6581436128412	1154.1749940194097	1186.469773016061	1286.3767123240043	1788.6788000109698	1218.2516294176041	1663.8784046017638	1463.6627525974827	1477.3583976870507
14	24782537	24802743	-1	ENSDARG00000000394	protein_coding	matr3l1.1	matrin 3-like 1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-40]	1343.6615215064917	1343.1098691327493	1331.3989812698749	1290.6205179252624	1318.7223486338642	1264.2544319386725	1217.7780070027977	1264.8938430973271	1158.854752654488	1138.608341094316	1139.1005167704604	1084.665949184029	1104.2125458754808	1120.2450329819505	1020.3988210051577	921.6429453831768	930.1348797596578	833.1871698367461	905.5526977871806	894.1577293946729	776.7554669048741	860.5355434555812	805.2645341906682	840.3598519802695	902.9614591053121	733.3574194532458	743.8964741532046	817.0939734481248	813.401896275279	727.6966221574793	860.1884936255929	858.8875395889303	811.8859191679762	839.4798695963186	785.6751037940934	804.0130957923072	838.1653799632626	915.6291363485708	825.5163480437321	802.7787918317296	1085.3977138222872	1022.7450555908443	1143.0854494232995	1027.0703808966975	996.6487502351382	866.9863830532257	875.2748102143165	905.949619263866	833.6308586311402	934.025783095355	695.21057581879	787.7034537070076	732.861187243785	781.1389374526756	814.7951399499292	836.90340959556	831.8727594260615	776.0951814345613	813.7584129554772	813.1137601502282	818.54264152449025	838.11283458742	788.8624600810842	776.7174456350767	756.671541293156	806.0815541327421	821.4415948434344	768.4707549075176	875.3028524713811	778.3725519184298	833.4103108078234	813.4425592377777	760.5854782177939	785.6460945203753	829.5418184376466	825.5749297503338	695.1764597307362	804.4041636303604	813.0326933462709	864.8383072915229	704.208964090235	728.901626437752	759.236058012768	799.0101009482104	748.0341070097267	797.1553386568834	772.5498137770173	753.5848175966437	875.6298221679677	831.8341244525667
3	38621033	38642093	-1	ENSDARG00000000567	protein_coding	znf281a	zinc finger protein 281a [Source:ZFIN;Acc:ZDB-GENE-131126-34]	29.71241693748999	41.384337704370424	45.30938941494339	37.95942699780184	28.28942332052844	61.03297257634971	61.87324746896432	65.92280615490957	69.20561169248114	56.98978141035159	40.73812026964508	31.566672732922427	28.71814163525308	30.97451704097559	31.17651228504611	39.743710655928815	22.88320254112038	34.56453324650256	25.896802242991328	32.371659479063496	178.07863960263393	181.23400081867544	134.2107556984447	144.1996790343812	141.4990624691269	249.4349439414225	264.9989871451537	239.06242891277012	260.2115071022812	250.30699414636697	200.59731669529634	216.12651999250448	220.9689509065551	199.97710698296143	243.76463772120712	208.53234096315802	216.4738761484627	256.8935131693993	217.8513007417924	236.5821610818742	269.80942034855946	266.3927859487863	266.4624865209719	289.64095516636974	275.175346763035	325.55165977197817	331.24624283110774	331.4792405368564	301.0142754166854	293.5107396765358	321.8895905895673	316.7753674047536	351.83176519074146	356.35576099945723	360.5084156948272	364.4934586528031	347.4911526716459	354.0519684535873	362.62518507625276	340.51410820002104	479.17791281790807	441.4487449353586	469.4626507637866	470.7778066073385	521.0612410102572	661.8851470884686	663.1273965645179	585.386813299457	717.3445358110098	568.962677544436	627.4710834267396	561.2753658740667	633.8212318481617	588.5255040179707	540.0101772621692	280.8077992348074	250.1871324855122	317.20512770608985	305.54576380615794	291.23918356429107	261.39612517476866	259.86927551258987	234.92057400395063	248.93782039592483	266.1469059980698	226.35275048281875	235.23151381030976	246.58585774569076	228.53681575644904	262.40824115222927
6	7092394	7123130	1	ENSDARG00000000943	protein_coding	dzip1	DAZ interacting zinc finger protein 1 [Source:ZFIN;Acc:ZDB-GENE-040526-1]	0	5.643318777868694	6.970675294606675	3.450856999800167	2.176109486194495	4.359498041167837	5.624840678996756	2.7467835897878983	4.070918334851831	7.123722676293949	7.050828508207802	3.5074080814358255	3.589767704406635	3.4416130045528437	1.6852168802727625	0	0.6730353688564817	2.7287789405133607	1.6707614350316984	0	24.944867804260006	15.646100790101478	17.894767426459293	12.419111113008908	11.18829796267515	102.7634600507733	110.79309189515813	109.71895058309973	94.92901277620258	100.1227976585468	134.29820355024077	120.61133351401463	131.31488183587135	133.90693206102895	137.66427278483147	125.9407573431764	131.9417220326374	141.38063137968678	122.69230684792743	122.54255700858177	207.59309282526152	203.2424524949868	189.22698318155972	197.83247244492327	206.2248042939374	192.56769265026827	156.94582803842917	189.61736217150684	177.99702587425006	175.96567126890636	156.95442846929313	177.86852180480815	169.34640980135273	199.95023996228898	212.15420625111364	162.97592713176695	160.29053170375587	179.0988880233603	169.28237312801372	158.7450112960952	184.29919723765695	167.622566917484	172.09041450285432	174.06910496405794	200.49530360612067	200.92941965185653	195.15460919916742	172.24344506547808	181.71144698523923	190.97126908320192	188.2413250280219	175.70359279535998	177.7613569781051	188.61178803467493	192.57220785159652	125.42748365821397	162.33516229975982	178.75648080674677	166.82096299761497	158.05053254403603	159.95882286814202	126.76550025004383	168.52997700283416	144.54454087505312	169.36621290786263	162.38349491158735	173.32848386022823	161.31785086166684	166.90891038392346	204.6784280987388
14	24766073	24781335	-1	ENSDARG00000001162	protein_coding	matr3l1.1	matrin 3-like 1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-40]	170.02105247563716	158.01292578032343	177.75222001247022	143.21056549170694	187.14541581272658	268.83571253868325	223.58741699012108	313.13332923582044	274.10850121335665	237.45742254313163	837.4817416971267	864.5760920739309	793.3386626738663	767.4797000152842	755.819770802334	852.4340699306111	903.2134650053986	745.8662437403185	824.5207681881432	824.1649521426436	681.8263866497736	663.6554418468044	633.1994627824058	696.8501235632776	699.5976902543345	436.74470521578655	462.1654690483739	543.2426089846157	545.4804185921894	465.5193994227279	456.8688886598381	437.4970110073574	452.93635638311974	472.7374013130784	436.1903891828776	444.4431074357022	449.49637506034094	633.313869271783	418.7961812486341	456.65858999524556	356.04987434124973	357.85188957153036	353.7386052945076	359.53386459301925	339.11130432528915	306.5539501831625	327.47350658018394	330.7769540102953	320.2571971328205	302.66095458251897	311.2486123882593	388.7697690876521	351.83176519074146	339.4710740693084	393.5614260890224	361.1898925622943	393.1213040325691	388.0475907172806	376.3740072592386	352.6320479936161	390.2058865652461	333.96557225544524	402.00320827866767	402.2051288942248	382.8667379597107	449.13634981003224	426.15394253695746	436.02886093498654	418.0550937176746	453.0628728594583	469.7988624630974	427.8707861590711	491.02932214443786	475.07480444824137	486.14382541556887	426.82785483690725	414.4321202240927	436.37611491058766	431.9784936569819	404.8934991015754	489.63005536467864	422.5516675001461	437.49701100735734	489.8453885210134	489.952258769174	482.2297727677443	557.1272695507337	502.38987839776246	546.9476601811646	514.3201526583694
7	40866556	40878073	1	ENSDARG00000001241	protein_coding	puf60b	poly-U binding splicing factor b [Source:ZFIN;Acc:ZDB-GENE-040625-116]	1238.0173723954163	1264.1034062425874	1212.8975012615615	1131.8810959344548	1127.2247138487485	1242.4569417328332	1423.0846917861795	1373.3917948939493	1329.833322718265	1306.015823987224	1131.2662628724518	1255.6520931540254	1174.571992881851	1152.9403565252026	1171.22573178957	1305.3753241300756	1212.1366993105237	1247.961568794777	1307.370822912304	1192.501942431447	1037.9836658550414	1069.8021415231885	1061.2973604461627	1087.3621730056689	1157.0016363754655	773.9956968369607	742.087607346753	781.8590259031456	792.6813503393565	750.920982439101	673.1909950113335	718.4240300617394	687.5700538766564	688.2604318070828	738.89967409096	767.9648355382822	789.8612918970767	705.1191741680908	775.7631684951631	786.2730596632267	1001.6212728008167	1043.069300840343	980.8908924105341	995.6778029338803	1054.9432997771935	1060.4176079575311	1041.2752052549627	1050.6206437354601	1093.4103017989646	1012.8584038238251	998.4784545560682	1128.194624019069	1041.6264085626308	981.9778451481303	1086.1372950464622	955.8317888538763	1021.4133881560501	1001.6271145010151	967.5733611276318	1011.8479727651871	988.8605203510145	1044.1222488905873	901.7537719949567	901.9944529955729	908.4589462831004	986.9180318194129	1007.6350230079461	1052.7326642463486	997.6314736444507	1037.8300692245732	820.5391090965057	836.2189508964354	869.8650009502356	867.897851708429	938.6211809270125	812.4705657860427	781.1186044776679	862.2371427148961	742.7922878735909	813.338695563691	684.70179056973	785.9461015502718	766.0453500128825	686.5865691565024	760.1316936460025	738.1067950526698	705.6945414309292	712.1030845179293	731.8313762987414	656.020602880573
24	23956637	23973277	-1	ENSDARG00000001829	protein_coding	zgc:112982	zgc:112982 [Source:ZFIN;Acc:ZDB-GENE-050306-55]	191.48002026382437	180.5862008917982	174.26688236516688	151.83770799120737	176.26486838175413	107.53428501547329	118.12165425893188	134.59239589960703	107.20084948443156	109.23041436984055	492.7745701847453	486.65287129922075	433.6439386923215	451.7117068475607	479.44420243760095	493.37020124601287	465.0674398798289	432.05666558128206	484.5208161591925	460.20251043209186	361.0076701672073	402.88709534511304	322.7940739619003	380.85274079893986	338.93961475162956	267.652102768605	260.9290368306377	260.47100463630176	272.2583361347942	232.75969971136394	238.84680504821304	261.4494123999448	232.63397848080763	242.0217637514639	226.27138758832797	256.44458560458384	254.93824257153665	347.43063673430913	232.82555866417724	311.10804269117494	355.4338710984448	421.72808892709764	413.2099428658549	369.01086926103955	384.2425684868804	420.5402077160567	336.528073582401	372.91414560396345	364.92826540242	354.0429305930396	310.3618642048169	365.0539661803444	343.0724681320508	375.01778339593756	403.554196673314	314.93996729517124	311.22103235911726	319.2271846712672	284.4287589105205	282.3479971907648	325.38341029544955	325.00864119878577	384.10580517037084	373.1936114002151	348.8844831112157	417.2240302182668	386.3264712718212	331.23739435668864	416.8674372014312	400.3811434571957	466.58106203526796	453.90094805467993	416.7192466863775	399.91371598329573	394.57102727634816	490.4776226634636	553.8493772580041	527.5068698316743	607.5795073386819	479.47914367291827	565.7080320946486	680.3081846752352	577.0874970097049	676.548753817957	665.3672649951747	686.4393193989829	844.3573285191119	811.1983357615247	729.2635469082194	802.9692179258215
16	31478830	31494580	-1	ENSDARG00000002082	protein_coding	csnk2a1	casein kinase 2, alpha 1 polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-27]	2221.828510992307	2244.159767332451	2261.984133099866	2360.3861878633143	2015.0773842161025	1886.2094858119506	1909.633410519399	1990.0447108013325	1819.7004956787687	1670.512967590931	1436.018739504989	1401.2095285336122	1345.4449356116068	1408.4801221132511	1374.2943658624379	1442.422602253968	1315.784146114422	1346.197610653258	1343.2921937654855	1329.8627677885545	897.3223279587975	1008.521580095291	903.6857550361943	872.7875309975705	868.7384300430117	868.8183440656288	880.0137013386845	826.9062373214101	847.614890727616	814.9169974373474	842.7637267092641	821.0560343562735	807.8864811425182	820.7540980943805	847.2817673055373	908.9637269116209	871.7098855647806	1054.7797893153288	941.9291273758207	909.8159640759602	1042.893490068747	1048.1503621527177	1056.581685683158	1031.8088832307076	1077.5089318579892	1031.0575113202704	1037.502469004039	1010.5903117214754	1056.2989527749896	1040.3090485417745	1303.5198296602312	1123.9596592141925	1118.270257826174	1101.9479891255037	1145.3252438918817	1184.8790377958192	1155.963834476721	1219.6965938998287	1205.599845170575	1171.8047780406418	1145.1970807664063	1275.7228947842102	1100.0019295022448	1105.0750754536405	1051.1844166467797	1122.8408745250806	1066.380543124022	1117.775643501844	1070.0785211352977	1000.9528586429893	1163.2348546603405	1117.6700763927065	1200.6176897537591	1249.3758290116436	1197.1796697906946	1379.7023202403536	1262.3946150604852	1398.5065851351364	1302.9595215182137	1356.7483917263316	1172.381128582358	1229.6253524254253	1154.1749940194097	1196.5075883546065	1137.1731438099348	1195.733007985325	1104.3500543094542	1120.006793125287	1109.3022967054605	1083.7460359587067
8	40286105	40287812	-1	ENSDARG00000002172	protein_coding	aplnra	apelin receptor a [Source:ZFIN;Acc:ZDB-GENE-060929-512]	0	0	0	0	4.35221897238899	1.4531660137226121	2.812420339498378	0	1.3569727782839438	0	0.783425389800867	0.8768520203589564	0.717953540881327	0.8604032511382109	0.8426084401363813	0.6852363906194623	2.019106106569445	0.9095929801711202	3.3415228700633968	0.8749097156503648	254.9919819991023	275.7625264255385	249.83848368479707	258.0415309036295	253.3820420958784	295.21139432767603	246.91031908063812	275.63541244047	254.42902916667492	238.9528624531297	255.42158333447694	253.95802522516124	239.29970852323765	238.84191576056878	243.76463772120712	217.65848279962006	179.35128994944947	215.86191037150914	215.9191384292266	193.06704900127576	163.24085934330654	153.8835711747757	148.2921664116713	157.5552026058371	156.0789552255028	133.847499375747	127.5184852812237	158.0144684762557	136.76219362538902	144.99571312557885	120.59775294815745	94.86321162923102	99.27203333182746	116.41547304471047	123.75662031314963	126.63670013617026	124.02041139122717	127.69087386850688	122.02079687399974	103.00248824555797	91.51408414559518	104.92404952086784	129.41199170614644	125.27700736049624	92.88482991921975	85.09951891137453	105.54279885261096	93.95097003571533	100.95080388068847	88.24189674878986	94.9251126209683	97.61310710853333	115.10776394483855	96.43309463426989	80.79952776990064	123.55543166331526	105.0403991351387	106.90338558050541	124.67671971400698	143.84374310187548	124.8459105312328	137.32929193754748	129.37654800217572	110.41596872399892	137.10598187779357	147.62135901053395	143.6150294841891	159.0133101350716	161.77325160287967	120.70779093002545
5	32695521	32698242	-1	ENSDARG00000002220	protein_coding	zgc:103692	zgc:103692 [Source:ZFIN;Acc:ZDB-GENE-041010-15]	69.32897285414332	65.83871907513476	59.25074000415674	70.74256849590343	65.28328458583486	84.2836287959115	74.52913899670702	68.66958974469746	85.48928503188846	80.73552366466475	202.90717595842452	217.45930104902118	221.84764413233003	243.49412007211367	239.3007969987323	276.1502654196433	292.0973500837131	259.23399934876926	254.79111884233401	285.22056730201894	142.04716388536949	176.67055475489585	161.7411671237667	133.85041977354047	132.94330520355177	111.17137950947294	125.7162430483835	130.68151431239113	104.08460284091247	125.41154552075707	143.22308416592134	141.58721760340848	135.98089286557237	127.54723607923864	128.53735967202496	138.26104882240017	134.17802240607193	162.34242846121762	149.74257922384842	142.04933138953967	128.74467774623042	126.30066690759894	132.84506574378887	125.57031185126867	119.09639153753224	119.16745105711668	147.13671378602734	134.13672657317707	136.07494642124135	127.39914599868821	126.80499023225379	120.27300045848932	118.98045171388144	127.96815357586495	119.1445723511689	133.24383231718784	133.38044243962167	114.42428957048018	122.02079687399974	138.14451364698363	139.81318411132597	140.75177374750564	110.13786528182676	108.13383793221782	120.07063379801578	113.46602521516604	107.53417241586777	112.01846427335289	119.95330814058276	96.14415615912924	109.40521454620075	123.64326900414221	148.62015091612065	138.97710697291836	144.09249118965616	142.2759516123024	122.22882808452503	140.20116141705628	133.45677039809198	159.8263812243061	154.10667081199048	154.23135863755334	148.10210100249063	124.46891019796242	125.00839524151765	132.85922310948055	108.94933271214346	126.74973996273823	125.82364013557307	141.70045022220378
